ab_count,ab_id,ab_total,ax,ay,az,balls,batter_id,dateStamp,des,ftime,gid,id,inning,mlbam_pitch_name,norm_ht,p_throws,park_sv_id,pdes,pfx_x,pfx_xDataFile,pfx_z,pfx_zDataFile,pitch_con,pitch_count,pitcher_id,pitcher_team,play_guid,px,pxold,pz,pzold,result not valid,sb,spin,stand,start_speed,strikes,sz_bot,sz_top,tstart,type,uncorrected_pfx_x,uncorrected_pfx_z,vx0,vy0,vystart,vz0,x0,y0,z0,zone_location
2.0,7.0,4.0,-18.7859994049,46.337000885,-2.11500022125,1.0,115229.0,2007-07-15,Strikeout,0.284030331622,gid_2007_07_15_detmlb_seamlb_1/,58.0,1.0,FA,0.0969388,R,070715_132422sea,Foul,-9.09316342363,-9.335,14.5521596836,11.393,1.47585,21.0,434378.0,det,,0.0268585727185,0.014,2.61014653246,2.615,,10.0,219.215,R,100.92,0.0,1.54,3.5,0.0694292911253,S,-9.09316342363,14.5521596836,11.3424618284,-147.222212998,-142.422856218,-10.3667818758,-2.95834531599,55.0,6.78721466226,12.0
3.0,7.0,4.0,-14.3059998627,33.5419989014,-12.1559996338,1.0,115229.0,2007-07-15,Strikeout,0.331102618809,gid_2007_07_15_detmlb_seamlb_1/,59.0,1.0,CH,0.0683673,R,070715_132452sea,Foul,-9.41010996247,-9.746,13.170602337,8.867,1.00719,22.0,434378.0,det,,-0.907092691386,-0.946,2.61440397344,2.587,,11.0,227.526,R,86.29,1.0,1.54,3.5,0.0810101139449,S,-9.41010996247,13.170602337,7.98010390189,-126.136669268,-122.082756223,-6.64557512333,-3.0526532328,55.0,6.85948313126,10.0
4.0,7.0,4.0,3.63200010109,34.4239988708,-26.6950010986,1.0,115229.0,2007-07-15,Strikeout,0.328069236222,gid_2007_07_15_detmlb_seamlb_1/,60.0,1.0,SL,1.30408,R,070715_132519sea,Swinging Strike,2.34546046775,2.092,3.54143784977,-0.746,0.701095,23.0,434378.0,det,,-0.760974692283,-0.794,3.82329978455,3.798,,12.0,71.5397,R,86.89,2.0,1.54,3.5,0.0802342786801,S,2.34546046775,3.54143784977,3.98666386635,-127.374536092,-123.254016075,-0.554487839069,-2.91016117916,55.0,6.74767095413,0.0
1.0,8.0,4.0,-17.6529999847,48.0020018005,-1.1329998703,0.0,407777.0,2007-07-15,Strikeout,0.285859305459,gid_2007_07_15_detmlb_seamlb_1/,64.0,1.0,FA,-0.304808,R,070715_132554sea,Called Strike,-8.65514682491,-8.898,15.2216444616,12.025,1.4389,24.0,434378.0,det,,-0.884690614977,-0.9,2.52886817248,2.533,,0.0,216.391,L,100.54,0.0,1.81,3.89,0.0696832375958,S,-8.65514682491,15.2216444616,8.45755107577,-146.822896287,-141.834067911,-10.6871987343,-2.84028834811,55.0,6.78066199367,10.0
2.0,8.0,4.0,-16.9039994354,35.6249990845,-11.9980005951,0.0,407777.0,2007-07-15,Strikeout,0.323737158398,gid_2007_07_15_detmlb_seamlb_1/,65.0,1.0,SI,0.556731,R,070715_132611sea,Foul,-10.6298178025,-10.958,12.6905083951,8.573,0.400693,25.0,434378.0,det,,-1.56704794448,-1.604,3.44721322322,3.429,,1.0,231.789,L,88.25,1.0,1.81,3.89,0.0791406544497,S,-10.6298178025,12.6905083951,6.98194633242,-129.153615289,-124.947614502,-4.85500752094,-3.00195059979,55.0,6.76305747581,5.0
3.0,8.0,4.0,-22.0569993134,49.3129988098,-0.0360002250671,0.0,407777.0,2007-07-15,Strikeout,0.279127649905,gid_2007_07_15_detmlb_seamlb_1/,66.0,1.0,FA,0.168269,R,070715_132636sea,Foul,-10.311061999,-10.549,15.0259996297,11.977,1.37402,26.0,434378.0,det,,-0.805161243147,-0.817,3.01811262172,3.025,,2.0,221.266,L,102.78,2.0,1.81,3.89,0.06812439517,S,-10.311061999,15.0259996297,9.36270157003,-150.121523542,-145.110584956,-9.99079445025,-2.77119249422,55.0,6.82461780856,5.0
4.0,8.0,4.0,5.63799990463,33.7769995117,-26.8400015564,0.0,407777.0,2007-07-15,Strikeout,0.329053149909,gid_2007_07_15_detmlb_seamlb_1/,67.0,1.0,CU,-1.06635,R,070715_132659sea,Swinging Strike,3.66275963607,3.417,3.46851158692,-0.846,0.544018,27.0,434378.0,det,,0.381705720905,0.351,1.7717022088,1.741,,2.0,76.8611,L,86.67,2.0,1.81,3.89,0.0805328569552,S,3.66275963607,3.46851158692,6.28762834023,-126.871209714,-122.812840814,-4.90362625095,-3.01153430207,55.0,6.68234161297,23.0
1.0,9.0,4.0,5.36500014114,26.0390005493,-29.2759985657,0.0,134181.0,2007-07-15,Strikeout,0.359942567392,gid_2007_07_15_detmlb_seamlb_1/,71.0,1.0,CU,0.872549,R,070715_132734sea,Ball,4.17049311183,3.881,2.25665371239,-2.923,1.24265,28.0,434378.0,det,,-1.15164222027,-1.202,3.63217420169,3.57,,0.0,53.551,R,78.64,0.0,1.66,3.7,0.0884711869504,B,4.17049311183,2.25665371239,2.45123152936,-115.317594641,-111.879299325,0.636639376191,-3.006900192,55.0,6.86205140188,0.0
2.0,9.0,4.0,4.01400007057,32.2639990234,-30.3770003052,1.0,134181.0,2007-07-15,Strikeout,0.339191134024,gid_2007_07_15_detmlb_seamlb_1/,72.0,1.0,CU,-0.204902,R,070715_132754sea,Called Strike,2.77087931086,2.504,1.24392715117,-3.357,0.875134,29.0,434378.0,det,,-0.669852093508,-0.708,2.51121877022,2.471,,10.0,37.1043,R,84.07,0.0,1.66,3.7,0.0829456194448,S,2.77087931086,1.24392715117,4.15123975292,-123.215280356,-119.222839014,-2.34070054828,-3.02169986145,55.0,6.84977436747,11.0
3.0,9.0,4.0,-16.3260003204,47.4659986877,-2.40000006866,1.0,134181.0,2007-07-15,Strikeout,0.284312479886,gid_2007_07_15_detmlb_seamlb_1/,73.0,1.0,FA,0.559804,R,070715_132810sea,Foul,-7.91813492707,-8.155,14.4428601508,11.277,1.47015,30.0,434378.0,det,,0.154828543762,0.143,3.24551921212,3.251,,11.0,215.759,R,100.93,1.0,1.66,3.7,0.0693952716603,S,-7.91813492707,14.4428601508,10.9019781562,-147.368346307,-142.455078999,-8.77112170499,-2.84543134165,55.0,6.82763247046,7.0
4.0,9.0,4.0,6.04800022888,35.7450018311,-26.3429999084,1.0,134181.0,2007-07-15,Strikeout,0.324121228414,gid_2007_07_15_detmlb_seamlb_1/,74.0,1.0,SL,-1.32647,R,070715_132834sea,Swinging Strike,3.81222040614,3.574,3.67859090563,-0.505,0.520457,31.0,434378.0,det,,0.547335976061,0.52,1.35305723727,1.327,,12.0,82.6949,R,88.2,2.0,1.66,3.7,0.0792089615317,S,3.81222040614,3.67859090563,6.38041315251,-129.056374453,-124.832678943,-6.03586390105,-2.86612386265,55.0,6.59909965333,23.0
1.0,14.0,3.0,-17.0440007324,42.7299986267,-1.81800028992,0.0,430946.0,2007-07-15,Ground Out,0.303463697348,gid_2007_07_15_detmlb_seamlb_1/,112.0,2.0,FF,0.79005,R,070715_134144sea,Called Strike,-9.41751421364,-9.697,16.7757060563,13.181,0.781809,32.0,434378.0,det,,0.0442039021823,0.021,3.20301024281,3.199,,0.0,216.229,R,94.79,0.0,1.4,3.41,0.0739607590968,S,-9.41751421364,16.7757060563,10.2774950694,-138.340104781,-133.626661382,-9.12392151357,-2.74929619625,55.0,7.13382665784,7.0
2.0,14.0,3.0,-17.319000351,45.32099823,1.20699980545,0.0,430946.0,2007-07-15,Ground Out,0.299202134465,gid_2007_07_15_detmlb_seamlb_1/,113.0,2.0,FF,-0.164179,R,070715_134155sea,Called Strike,-9.30258069955,-9.573,17.9326722751,14.444,0.748344,33.0,434378.0,det,,0.73832881662,0.719,2.24194498729,2.24,,1.0,213.434,R,96.6,1.0,1.4,3.41,0.0727889057247,S,-9.30258069955,17.9326722751,12.0862287661,-140.653428462,-135.734140846,-11.9751556401,-2.75006493173,55.0,7.024392229,18.0
3.0,14.0,3.0,5.14000023651,34.5619993591,-30.7150015564,0.0,430946.0,2007-07-15,Ground Out,0.339052714145,gid_2007_07_15_detmlb_seamlb_1/,114.0,2.0,CU,0.272637,R,070715_134204sea,"In play, out(s)",3.54526611629,3.283,1.00977895673,-3.59,0.871293,34.0,434378.0,det,,0.0821910726134,0.046,2.7181197037,2.679,,2.0,42.836,R,84.57,2.0,1.4,3.41,0.0825874241659,X,3.54526611629,1.00977895673,5.35141686533,-123.913542367,-119.656617039,-1.76957376689,-2.94039457836,55.0,6.81709995903,12.0
1.0,15.0,2.0,-13.6289998169,42.1859999084,0.699999835968,0.0,406550.0,2007-07-15,Single,0.299456283225,gid_2007_07_15_detmlb_seamlb_1/,118.0,2.0,FA,0.5328,R,070715_134236sea,Called Strike,-7.33300693882,-7.594,17.6903615216,14.195,0.959021,35.0,434378.0,det,,-0.385498651201,-0.407,3.41626807058,3.416,,0.0,208.048,R,95.67,0.0,1.5,4.0,0.0731507343292,S,-7.33300693882,17.6903615216,8.59423180952,-139.764415694,-135.1610591,-9.07317869076,-2.75931548971,55.0,7.06490692791,6.0
2.0,15.0,2.0,6.97600020218,31.7709989929,-29.7339987488,0.0,406550.0,2007-07-15,Single,0.356455735337,gid_2007_07_15_detmlb_seamlb_1/,119.0,2.0,CU,-0.164,R,070715_134246sea,"In play, no out",5.31825244729,5.043,1.86398129459,-3.217,1.14375,36.0,434378.0,det,,0.509297137607,0.467,2.6048993318,2.545,,1.0,57.9086,R,80.56,1.0,1.5,4.0,0.0867437885746,X,5.31825244729,1.86398129459,5.43873645196,-118.013834443,-113.904061166,-1.49896486784,-2.95609077742,55.0,6.8418699682,13.0
1.0,16.0,4.0,-17.7050000305,45.8059988403,-0.219999763489,0.0,217100.0,2007-07-15,Double,0.297924410446,gid_2007_07_15_detmlb_seamlb_1/,123.0,2.0,FF,1.37882,R,070715_134318sea,Ball,-9.42886373572,-9.698,17.0198846563,13.557,0.794769,37.0,434378.0,det,,-1.56511871579,-1.588,3.90053287457,3.902,,0.0,215.472,R,96.58,0.0,1.88,3.58,0.0724688930137,B,-9.42886373572,17.0198846563,6.87322712645,-141.280505836,-136.33048582,-7.61216879091,-2.89644246273,55.0,7.00910198123,0.0
2.0,16.0,4.0,-17.3799992676,44.8650007629,2.42700007248,1.0,217100.0,2007-07-15,Double,0.293432724474,gid_2007_07_15_detmlb_seamlb_1/,125.0,2.0,FF,0.285882,R,070715_134410sea,Foul,-8.97879582988,-9.237,17.8780335002,14.523,0.709764,38.0,434378.0,det,,-0.599475377555,-0.618,2.97094083464,2.973,,10.0,212.361,R,97.87,0.0,1.88,3.58,0.0715932445593,S,-8.97879582988,17.8780335002,9.09165542035,-142.862935185,-138.071967563,-10.5224138483,-2.84620013356,55.0,6.98781289923,6.0
4.0,16.0,4.0,-19.1359997864,45.1519995117,-3.72300002289,2.0,217100.0,2007-07-15,Double,0.292003165143,gid_2007_07_15_detmlb_seamlb_1/,128.0,2.0,FA,-1.32588,R,070715_134503sea,"In play, no out",-9.78988354677,-10.049,14.5579498899,11.219,1.43415,39.0,434378.0,det,,-0.309500388627,-0.327,1.602658213,1.603,,21.0,221.732,R,98.48,1.0,1.88,3.58,0.0712584344246,X,-9.78988354677,14.5579498899,10.3743386317,-143.52468031,-138.725534321,-12.4575827439,-2.92367452888,55.0,6.85967632939,21.0
1.0,17.0,3.0,-20.2229996796,45.9169989014,-1.15999982071,0.0,400085.0,2007-07-15,Ground Out,0.285772591771,gid_2007_07_15_detmlb_seamlb_1/,133.0,2.0,FA,-1.09767,R,070715_134559sea,Ball,-9.90918582135,-10.158,15.1991812115,12.004,1.46455,40.0,434378.0,det,,-0.296672742591,-0.311,1.4229511,1.425,,0.0,220.127,L,100.46,0.0,1.53,3.68,0.0698428826415,B,-9.90918582135,15.1991812115,10.5706115258,-146.359138447,-141.575024068,-13.3671563909,-2.88114604311,55.0,6.72381395361,21.0
2.0,17.0,3.0,-16.5839997406,37.9109983826,-7.42900035095,1.0,400085.0,2007-07-15,Ground Out,0.327424018693,gid_2007_07_15_detmlb_seamlb_1/,134.0,2.0,SI,-1.31721,R,070715_134615sea,Ball,-10.6674742168,-11.004,15.9201632448,11.73,0.601177,41.0,434378.0,det,,-1.38757458289,-1.426,1.21487207527,1.189,,10.0,223.031,L,88.1,0.0,1.53,3.68,0.0796462031385,B,-10.6674742168,15.9201632448,7.1917927387,-128.548136458,-124.045529687,-10.9473653987,-2.94566374895,55.0,6.83896391641,20.0
3.0,17.0,3.0,-16.5279999847,35.5240011597,-12.4530005188,2.0,400085.0,2007-07-15,Ground Out,0.329391965731,gid_2007_07_15_detmlb_seamlb_1/,135.0,2.0,CH,0.257674,R,070715_134631sea,"In play, run(s)",-10.7596354751,-11.101,12.8415152466,8.58,0.738694,42.0,434378.0,det,,-0.887093213588,-0.926,2.90741435515,2.882,,20.0,232.123,L,87.04,0.0,1.53,3.68,0.0803772346338,X,-10.7596354751,12.8415152466,8.26105944657,-127.244633381,-122.985676765,-5.98995296978,-2.93051155761,55.0,6.85539807598,5.0
1.0,18.0,4.0,-14.4119998093,46.178999939,-4.60499999237,0.0,123723.0,2007-07-15,Fly Out,0.283707720605,gid_2007_07_15_detmlb_seamlb_1/,142.0,2.0,FA,0.448,R,070715_134704sea,Called Strike,-6.96013730415,-7.192,13.3165992657,10.159,1.44097,43.0,434378.0,det,,-1.10963871037,-1.124,2.82222848945,2.827,,0.0,215.172,L,100.78,0.0,1.56,3.31,0.069372559021,S,-6.96013730415,13.3165992657,7.26274677159,-147.326651308,-142.547438376,-9.51987446413,-2.84142031666,55.0,6.85350493418,5.0
2.0,18.0,4.0,2.32700003433,34.7340002441,-31.835999939,0.0,123723.0,2007-07-15,Fly Out,0.334173132929,gid_2007_07_15_detmlb_seamlb_1/,143.0,2.0,CU,-1.21829,R,070715_134717sea,Ball,1.55916005786,1.291,0.229820364039,-4.243,0.716147,44.0,434378.0,det,,1.34896975098,1.318,1.40715647287,1.369,,1.0,17.08,L,85.83,1.0,1.56,3.31,0.0815139750292,B,1.55916005786,0.229820364039,9.05776284731,-125.485703419,-121.262697295,-4.41941547477,-3.02078845223,55.0,6.7276290426,24.0
3.0,18.0,4.0,1.38699997711,35.0409994507,-31.5690016479,1.0,123723.0,2007-07-15,Fly Out,0.339402040991,gid_2007_07_15_detmlb_seamlb_1/,144.0,2.0,CU,-1.86743,R,070715_134738sea,Swinging Strike (Blocked),0.958642333641,0.678,0.42160796927,-4.192,0.927758,45.0,434378.0,det,,0.298740440417,0.262,0.845154219328,0.801,,11.0,9.25886,L,84.72,1.0,1.56,3.31,0.0825941796113,S,0.958642333641,0.42160796927,7.02972399108,-123.942748706,-119.626815444,-5.3471216945,-3.10136520809,55.0,6.69593885577,23.0
4.0,18.0,4.0,-15.1219998474,46.9690008545,0.816999938965,1.0,123723.0,2007-07-15,Fly Out,0.283225633606,gid_2007_07_15_detmlb_seamlb_1/,145.0,2.0,FA,-0.750857,R,070715_134808sea,"In play, out(s)",-7.27822695239,-7.51,15.8809931557,12.746,1.48152,46.0,434378.0,det,,0.847089460542,0.836,1.77344606883,1.778,,12.0,210.408,L,101.48,2.0,1.56,3.31,0.0692018361255,X,-7.27822695239,15.8809931557,12.2226013959,-147.728361889,-142.879665736,-13.3648024156,-2.74717911348,55.0,6.87733099707,19.0
1.0,26.0,2.0,-16.1900006409,40.8189993286,0.236000087738,0.0,116380.0,2007-07-15,Pop Out,0.301189866338,gid_2007_07_15_detmlb_seamlb_1/,224.0,3.0,FF,-0.195812,R,070715_141257sea,Called Strike,-8.81208804749,-9.084,17.6432256656,14.106,0.701278,47.0,434378.0,det,,-0.825120717327,-0.848,2.4818002906,2.478,,0.0,212.676,L,95.09,0.0,1.71,3.62,0.0736628806721,S,-8.81208804749,17.6432256656,8.39860895503,-138.735992508,-134.250160661,-11.476551372,-2.90967786902,55.0,7.17967263905,10.0
2.0,26.0,2.0,-18.2220002289,46.0320005798,1.05399992752,0.0,116380.0,2007-07-15,Pop Out,0.300106572838,gid_2007_07_15_detmlb_seamlb_1/,225.0,3.0,FF,0.231414,R,070715_141307sea,"In play, out(s)",-9.84687245839,-10.122,17.9585724721,14.449,0.826393,48.0,434378.0,det,,0.110693860929,0.09,2.88791049647,2.886,,1.0,214.91,L,96.32,1.0,1.71,3.62,0.0729124202066,X,-9.84687245839,17.9585724721,10.7174026742,-140.477081162,-135.472692135,-10.413736796,-2.74803631053,55.0,7.05716757554,12.0
1.0,27.0,2.0,-18.0240002747,45.1099996948,-1.57599971008,0.0,115229.0,2007-07-15,Fly Out,0.30842608308,gid_2007_07_15_detmlb_seamlb_1/,229.0,3.0,FF,-0.371429,R,070715_141343sea,Ball,-10.2873764564,-10.582,17.4669651509,13.758,0.862187,49.0,434378.0,det,,1.18578647172,1.163,2.16398083574,2.156,,0.0,217.453,R,94.21,0.0,1.54,3.5,0.0747716496099,B,-10.2873764564,17.4669651509,13.5924087574,-137.082359857,-132.054054815,-10.8251675246,-2.93265122644,55.0,6.84830111499,19.0
2.0,27.0,2.0,-20.5979996796,46.728999176,1.41799977112,1.0,115229.0,2007-07-15,Fly Out,0.300094481348,gid_2007_07_15_detmlb_seamlb_1/,230.0,3.0,FF,-0.489796,R,070715_141356sea,"In play, out(s)",-11.1299269866,-11.412,18.1538091193,14.646,0.780023,50.0,434378.0,det,,0.155547731197,0.134,2.04403560284,2.04,,10.0,217.823,R,96.6,0.0,1.54,3.5,0.072841655016,X,-11.1299269866,18.1538091193,11.3575818186,-140.657017695,-135.582176748,-12.6577078651,-2.76597563891,55.0,7.09873126294,17.0
1.0,28.0,2.0,-19.6019993896,48.9989996338,-3.30400035095,0.0,407777.0,2007-07-15,Fly Out,0.297196241232,gid_2007_07_15_detmlb_seamlb_1/,234.0,3.0,FA,0.225,R,070715_141434sea,Ball,-10.3881508262,-10.66,15.3024110193,11.847,0.833206,51.0,434378.0,det,,1.28525092566,1.268,3.08439365889,3.084,,0.0,221.863,L,97.71,0.0,1.81,3.89,0.0720098979965,B,-10.3881508262,15.3024110193,13.978651384,-142.365421564,-137.105591673,-8.69525044736,-2.76570854753,55.0,6.8723161897,9.0
2.0,28.0,2.0,-14.507999527,42.3489981079,0.167999771118,1.0,407777.0,2007-07-15,Fly Out,0.297888946749,gid_2007_07_15_detmlb_seamlb_1/,235.0,3.0,FA,-1.01827,R,070715_141445sea,"In play, out(s)",-7.72444990352,-7.984,17.2224143512,13.761,1.23898,52.0,434378.0,det,,-0.268928428522,-0.289,1.7931466098,1.791,,10.0,210.022,L,96.37,0.0,1.81,3.89,0.0727952538032,X,-7.72444990352,17.2224143512,9.53736348342,-140.429023114,-135.830190272,-12.8240139796,-2.94712629521,55.0,6.99197163281,16.0
1.0,37.0,3.0,-21.9200001831,42.056998291,-6.01800009918,0.0,134181.0,2007-07-15,Ground Out,0.301545616584,gid_2007_07_15_detmlb_seamlb_1/,302.0,4.0,FF,-0.0637255,R,070715_143420sea,Ball,-11.9590819879,-12.248,14.2728804784,10.71,0.629881,53.0,434378.0,det,,1.40113530181,1.381,2.61903731384,2.615,,0.0,228.704,R,95.43,0.0,1.66,3.7,0.0736154926672,B,-11.9590819879,14.2728804784,14.605340031,-138.91114328,-134.292947613,-9.03019353324,-2.75224760924,55.0,6.84276707182,14.0
2.0,37.0,3.0,-18.7320004578,43.0699987793,-0.574999782562,1.0,134181.0,2007-07-15,Ground Out,0.296688252511,gid_2007_07_15_detmlb_seamlb_1/,303.0,4.0,FF,0.542157,R,070715_143431sea,Foul,-9.89318456601,-10.162,16.691447765,13.255,0.775977,54.0,434378.0,det,,-0.228524559979,-0.249,3.23251645433,3.233,,10.0,217.367,R,96.64,0.0,1.66,3.7,0.0724656342951,S,-9.89318456601,16.691447765,10.2754541254,-141.091652592,-136.43589875,-8.90351155804,-2.85324115912,55.0,6.88361260731,7.0
3.0,37.0,3.0,-16.0300007935,31.8990011597,-14.2720007629,1.0,134181.0,2007-07-15,Ground Out,0.336542725631,gid_2007_07_15_detmlb_seamlb_1/,304.0,4.0,CH,-0.826471,R,070715_143448sea,"In play, out(s)",-10.8934441131,-11.251,12.168988507,7.715,1.17998,55.0,434378.0,det,,-0.150859743705,-0.192,1.87090952104,1.837,,11.0,235.369,R,84.91,1.0,1.66,3.7,0.0824209150788,X,-10.8934441131,12.168988507,9.65809415524,-123.936658765,-120.013854829,-7.42320108162,-2.89650020289,55.0,6.78878313909,17.0
1.0,38.0,4.0,-19.743999588,48.6449995422,-0.652999851227,0.0,430946.0,2007-07-15,Ground Out,0.295588540091,gid_2007_07_15_detmlb_seamlb_1/,308.0,4.0,FA,-0.553234,R,070715_143519sea,Ball,-10.3505056974,-10.619,16.5270487725,13.115,1.06439,56.0,434378.0,det,,1.86680769518,1.851,1.85044596816,1.849,,0.0,218.888,R,98.37,0.0,1.4,3.41,0.0717030938824,B,-10.3505056974,16.5270487725,15.4558980967,-142.920074545,-137.719997538,-12.3120174648,-2.75474793789,55.0,6.85873095048,19.0
2.0,38.0,4.0,-16.1919995422,44.2149992371,-0.267000171661,1.0,430946.0,2007-07-15,Ground Out,0.295357026801,gid_2007_07_15_detmlb_seamlb_1/,309.0,4.0,FA,0.254726,R,070715_143530sea,Called Strike,-8.47512960619,-8.735,16.7032078918,13.298,0.970315,57.0,434378.0,det,,0.852299645298,0.835,2.66041388054,2.661,,10.0,213.193,R,97.37,0.0,1.4,3.41,0.0720690939908,S,-8.47512960619,16.7032078918,12.236646133,-141.915439849,-137.162466041,-10.2935412444,-2.76335553724,55.0,6.82884499241,14.0
3.0,38.0,4.0,7.72499979782,33.0040007019,-27.7559981079,1.0,430946.0,2007-07-15,Ground Out,0.343283547847,gid_2007_07_15_detmlb_seamlb_1/,310.0,4.0,CU,-1.41692,R,070715_143539sea,Ball,5.46205044927,5.208,3.12733464131,-1.574,0.825332,58.0,434378.0,det,,0.807867608854,0.772,1.02844096692,0.981,,11.0,73.7147,R,83.5,1.0,1.4,3.41,0.0837230628035,B,5.46205044927,3.12733464131,6.12610404072,-122.181166045,-118.059803976,-5.77379734244,-2.90663971245,55.0,6.77310253151,24.0
4.0,38.0,4.0,-18.3850003357,42.7530012512,-3.59499976349,2.0,430946.0,2007-07-15,Ground Out,0.295528745287,gid_2007_07_15_detmlb_seamlb_1/,311.0,4.0,FA,-0.0129353,R,070715_143553sea,"In play, out(s)",-9.63417104209,-9.899,14.9786860113,11.56,1.21742,59.0,434378.0,det,,0.53061439149,0.513,2.39335658628,2.392,,21.0,220.454,R,97.06,1.0,1.4,3.41,0.0722445933087,X,-9.63417104209,14.9786860113,11.6572361064,-141.48205261,-136.874326202,-10.6412664405,-2.67558725663,55.0,6.97736327818,13.0
1.0,39.0,1.0,-18.3279992218,42.1669989014,-3.36000010681,0.0,406550.0,2007-07-15,Fly Out,0.302587733048,gid_2007_07_15_detmlb_seamlb_1/,315.0,4.0,FF,-0.176,R,070715_143627sea,"In play, out(s)",-10.0685966548,-10.35,15.8318909995,12.253,0.706507,60.0,434378.0,det,,-0.874483485909,-0.898,2.53432019828,2.53,,0.0,220.068,R,94.88,0.0,1.5,4.0,0.073829388229,X,-10.0685966548,15.8318909995,8.57917062313,-138.534349308,-133.890836024,-9.96705666126,-2.85429003039,55.0,6.93394326075,10.0
1.0,44.0,5.0,-17.1700001831,43.1420011902,-2.47300002289,0.0,217100.0,2007-07-15,Single,0.298267063439,gid_2007_07_15_detmlb_seamlb_1/,349.0,5.0,FA,-0.307059,R,070715_144659sea,Foul,-9.16499319922,-9.433,15.8564522343,12.379,1.02978,61.0,434378.0,det,,-0.179592866285,-0.2,2.4705669471,2.469,,0.0,217.193,R,96.28,0.0,1.88,3.58,0.0728000029999,S,-9.16499319922,15.8564522343,9.77050877235,-140.477039656,-135.792262794,-10.6324918175,-2.73368699225,55.0,7.00111741304,12.0
2.0,44.0,5.0,3.29700006294,33.8249998474,-26.8379988403,0.0,217100.0,2007-07-15,Single,0.345456741397,gid_2007_07_15_detmlb_seamlb_1/,350.0,5.0,CU,-3.69882,R,070715_144716sea,Ball,2.36079105008,2.081,3.82438201258,-0.931,0.672789,62.0,434378.0,det,,2.03587721416,2.0,-0.361114335321,-0.414,,1.0,67.1095,R,83.5,1.0,1.88,3.58,0.0840673724491,B,2.36079105008,3.82438201258,9.67884195858,-121.77089339,-117.530423642,-8.71065517999,-2.88652432317,55.0,6.71461478608,24.0
3.0,44.0,5.0,3.01100004959,35.5590010071,-32.6439985962,1.0,217100.0,2007-07-15,Single,0.349914444145,gid_2007_07_15_detmlb_seamlb_1/,351.0,5.0,CU,-3.09529,R,070715_144731sea,Ball,2.21200321221,1.923,-0.341606898542,-5.253,1.19163,63.0,434378.0,det,,1.11846954252,1.079,0.157330713419,0.099,,11.0,20.2655,R,82.76,1.0,1.88,3.58,0.0847506628077,B,2.21200321221,-0.341606898542,7.87879162954,-120.978677778,-116.486353049,-5.99754087693,-2.97523286152,55.0,6.71562440139,24.0
4.0,44.0,5.0,-15.7110005493,43.9330015564,-5.4080004425,2.0,217100.0,2007-07-15,Single,0.288456259957,gid_2007_07_15_detmlb_seamlb_1/,352.0,5.0,FA,1.23294,R,070715_144754sea,Ball,-7.84359264733,-8.087,13.3652095951,10.101,1.39916,64.0,434378.0,det,,-1.52576261011,-1.544,3.77331141101,3.778,,21.0,218.553,R,98.88,1.0,1.88,3.58,0.0705989383602,B,-7.84359264733,13.3652095951,6.2466762159,-144.721887585,-140.09437783,-6.89216859346,-2.76748406133,55.0,6.90664156865,0.0
5.0,44.0,5.0,-14.0929995651,43.1459989929,-1.99700019073,3.0,217100.0,2007-07-15,Single,0.29631924894,gid_2007_07_15_detmlb_seamlb_1/,353.0,5.0,FA,0.261176,R,070715_144809sea,"In play, no out",-7.42462318776,-7.681,15.9008005784,12.469,1.32361,65.0,434378.0,det,,-0.622942260702,-0.643,2.95180735318,2.952,,31.0,211.522,R,96.68,1.0,1.88,3.58,0.0723784980239,X,-7.42462318776,15.9008005784,8.12555974117,-141.259535745,-136.601158374,-9.29292807244,-2.75625780149,55.0,6.87199320408,6.0
1.0,45.0,2.0,-18.6359997864,44.5429983521,-3.75600001526,0.0,400085.0,2007-07-15,Hit By Pitch,0.29458123374,gid_2007_07_15_detmlb_seamlb_1/,357.0,5.0,FA,-0.0576744,R,070715_144846sea,Foul,-9.70318028423,-9.967,14.7989641678,11.402,1.19879,66.0,434378.0,det,,-0.751431374811,-0.771,2.5433712025,2.543,,0.0,221.038,L,97.46,0.0,1.53,3.68,0.071870923015,S,-9.70318028423,14.7989641678,9.22939535369,-142.31267058,-137.537653961,-9.65430357408,-2.95543726577,55.0,6.72542318334,10.0
2.0,45.0,2.0,-16.4809990997,44.2849989319,-1.50000045013,0.0,400085.0,2007-07-15,Hit By Pitch,0.291082109788,gid_2007_07_15_detmlb_seamlb_1/,358.0,5.0,FA,-0.71907,R,070715_144907sea,Hit By Pitch,-8.37849112895,-8.63,15.5963679154,12.283,1.45591,67.0,434378.0,det,,2.74278819988,2.731,1.83107251082,1.832,,1.0,214.979,L,99.03,1.0,1.53,3.68,0.0711380073037,B,-8.37849112895,15.5963679154,17.3315752859,-143.696280592,-138.996658549,-12.1985240969,-2.84124579168,55.0,6.79467367215,19.0
1.0,46.0,4.0,-12.2790003891,34.3389997864,-7.36000010681,0.0,123723.0,2007-07-15,Strikeout,0.329361534582,gid_2007_07_15_detmlb_seamlb_1/,364.0,5.0,CH,1.67771,R,070715_145032sea,Swinging Strike,-7.9920836068,-8.315,16.1540447836,11.915,0.75,68.0,434378.0,det,,-0.202673529213,-0.238,3.92505201864,3.903,,0.0,214.773,L,86.85,0.0,1.56,3.31,0.0805260580089,S,-7.9920836068,16.1540447836,9.44931233117,-126.925999715,-122.800811927,-5.09950565477,-3.20961186058,55.0,6.96073913868,2.0
