dateStamp,park_sv_id,play_guid,ab_total,ab_count,pitcher_id,batter_id,ab_id,des,type,id,sz_top,sz_bot,pfx_xDataFile,pfx_zDataFile,mlbam_pitch_name,zone_location,pitch_con,stand,strikes,balls,p_throws,gid,pdes,spin,norm_ht,inning,pitcher_team,tstart,vystart,ftime,pfx_x,pfx_z,uncorrected_pfx_x,uncorrected_pfx_z,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,start_speed,px,pz,pxold,pzold,sb,pitch_count
2009-09-08,090908_194300sfn,,6,5,518516,450260,9,Groundout,B,76,3.61,1.77,6.81,6.142,CH,9.0,0.901,R,2,2,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,Ball,132.3,0.347826,2,sfn,0.0845991705932,-117.327936557,0.338998724499,8.17151127116,5.47686381445,8.17151127116,5.47686381445,3.86978481824,55,5.77201794936,-6.38579796903,-119.947924907,-0.330064081547,11.8510001984,20.7219997559,-24.2359999847,81.9,2.18125412339,2.99332399577,2.114,3.01,22,19
2009-09-08,090908_194313sfn,,6,6,518516,450260,9,Groundout,X,77,3.7,1.74,1.532,9.317,SL,7.0,0.906,R,2,3,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,"In play, out(s)",170.745,0.233673,2,sfn,0.0796799632996,-124.580128808,0.319168076384,2.67343061791,8.77269081535,2.67343061791,8.77269081535,3.97407107151,55,5.79714838363,-9.83236784302,-127.335927786,-2.62152498706,4.37399996185,23.1410003815,-17.8260001373,87.1,0.0850578300809,2.93638067392,0.058,2.949,32,20
2009-09-08,090908_194344sfn,,2,1,518516,452104,10,Home Run,B,81,3.39,1.6,8.121,8.652,FT,15.0,0.835,R,0,0,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,Ball,136.981,-0.255866,2,sfn,0.078487467663,-126.269747689,0.317121900209,9.33516737661,8.10785590191,9.33516737661,8.10785590191,3.90503539679,55,5.68361663346,-15.1481401256,-129.672121843,-3.8361852545,15.4710000839,29.027000061,-18.7420005035,89.05,-1.21503856785,2.24963896731,-1.239,2.266,0,21
2009-09-08,090908_194358sfn,,2,2,518516,452104,10,Home Run,X,82,3.38,1.5,4.601,9.916,FF,12.0,0.956,R,0,1,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,"In play, run(s)",155.24,0.132979,2,sfn,0.0787156558927,-125.972067927,0.317110068838,5.76744911437,9.38756593429,5.76744911437,9.38756593429,3.76562092602,55,5.75686107931,-11.2385577298,-129.161224363,-3.76398178588,9.55899990463,27.1219993744,-16.6199998093,88.43,-0.21657542976,2.55044548232,-0.244,2.565,10,22
2009-09-08,090908_194436sfn,,3,1,518516,400073,11,Groundout,S,87,3.53,1.85,1.162,9.306,FF,9.0,0.969,R,0,0,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,Called Strike,172.955,0.664286,2,sfn,0.0771015715354,-128.570082715,0.31111949392,2.24236080598,8.79172692745,2.24236080598,8.79172692745,3.79533906808,55,5.82525341685,-7.91293446661,-131.942472895,-2.44148724817,3.86099995041,29.2849994812,-17.0410002899,90.14,0.773049184845,3.23625194282,0.75,3.248,0,23
2009-09-08,090908_194448sfn,,3,2,518516,400073,11,Groundout,B,88,3.52,1.68,5.481,7.332,FF,22.0,0.979,R,1,0,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,Ball,143.409,-1.01739,2,sfn,0.0776865760351,-127.785739403,0.311067216094,6.61509318665,6.79216920075,6.61509318665,6.79216920075,4.09923721548,55,5.77146842299,-11.6498192459,-130.585547477,-5.29204772143,11.3940004196,24.1130005035,-20.4799994659,89.46,0.162296001545,1.64223843046,0.14,1.664,1,24
2009-09-08,090908_194459sfn,,3,3,518516,400073,11,Groundout,X,89,3.38,1.5,-2.314,-1.221,CU,23.0,0.895,R,1,1,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,"In play, out(s)",296.729,-0.878723,2,sfn,0.0889091660063,-111.525681834,0.358237276566,-0.937864514966,-2.07977922913,-0.937864514966,-2.07977922913,4.09813147985,55,5.64739561836,-7.03752798312,-114.359860538,0.278282856315,-1.21800004578,21.3399997864,-34.8799990845,78.12,0.495545651963,1.57882696637,0.427,1.614,11,25
2009-09-08,090908_194532sfn,,2,1,518516,461416,12,Single,S,93,3.77,1.88,3.234,8.922,FF,11.0,0.954,L,0,0,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,Called Strike,160.196,-0.047619,2,sfn,0.0767232489784,-129.138176868,0.310452807665,4.3365642527,8.40596081486,4.3365642527,8.40596081486,3.90419623263,55,5.76697614277,-11.5367709333,-132.723128008,-3.3123673246,7.49899996185,31.2919994507,-17.6429995728,90.86,-0.321798885606,2.76568008729,-0.339,2.78,0,26
2009-09-08,090908_194544sfn,,2,2,518516,461416,12,Single,X,94,3.61,1.64,-3.517,2.569,CU,23.0,0.686,L,1,0,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,"In play, no out",233.281,-1.00508,2,sfn,0.0864380626147,-114.770549218,0.347357981129,-2.24061094839,1.81637901443,-2.24061094839,1.81637901443,3.98947934114,55,5.69688910724,-7.13280670266,-117.517441204,-1.5177359761,-3.09499990082,21.2690006409,-29.67,80.28,0.239291399183,1.60529102747,0.184,1.635,1,27
2009-09-08,090908_194645sfn,,2,1,518516,460026,13,Groundout,B,99,3.52,1.72,-4.411,3.188,CU,20.0,0.877,R,0,0,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,Ball In Dirt,233.658,-1.75667,2,sfn,0.088612007797,-111.87404354,0.357482627709,-3.07318600837,2.39996833305,-3.07318600837,2.39996833305,3.92358551813,55,5.64603195782,-9.23068909484,-114.793996425,-2.36039281825,-4.00800000763,22.0619999084,-29.0489997101,78.54,-1.07872699274,1.00490178621,-1.135,1.039,0,28
2009-09-08,090908_194706sfn,,2,2,518516,460026,13,Groundout,X,100,3.49,1.57,4.72,8.605,FF,8.0,0.971,R,0,1,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,"In play, out(s)",151.41,0.861458,2,sfn,0.0783462768765,-126.618963779,0.31491196477,5.8722253797,8.06783875512,5.8722253797,8.06783875512,3.98886008546,55,5.67276109885,-9.79704065654,-129.665500449,-1.36419823419,9.86899984741,26.0260006104,-18.6200007629,88.67,0.677619590916,3.3462723836,0.649,3.357,10,29
2009-09-08,090908_200123sfn,,5,1,518516,429781,20,Strikeout,B,152,3.6,1.68,2.597,6.884,SL,15.0,0.885,R,0,0,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,Ball,159.49,-0.607292,3,sfn,0.079075106416,-125.394100402,0.318631353005,3.74813447861,6.31024345232,3.74813447861,6.31024345232,3.68563603581,55,5.82418294216,-12.2762436249,-128.58464292,-3.90703793241,6.1529997673,27.0109993134,-21.8199996185,88.11,-1.0891560536,2.03671406443,-1.111,2.057,0,30
2009-09-08,090908_200133sfn,,5,2,518516,429781,20,Strikeout,S,153,3.69,1.81,2.594,9.935,SL,11.0,0.806,R,0,1,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,Called Strike,165.465,-0.395745,3,sfn,0.0788996941777,-125.704410172,0.317494871579,3.73777511588,9.40612906135,3.73777511588,9.40612906135,3.91153584574,55,5.87186038712,-11.295850673,-128.80822469,-4.44500159423,6.18000019455,26.3320003662,-16.6269997787,88.21,-0.420589865248,2.36090653422,-0.445,2.378,10,31
2009-09-08,090908_200144sfn,,5,3,518516,429781,20,Strikeout,S,154,3.38,1.5,4.751,7.081,FF,22.0,0.968,R,1,1,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,Foul,146.328,-1.11064,3,sfn,0.0772543037096,-128.396255822,0.310684397941,5.87372660753,6.53974846713,5.87372660753,6.53974846713,3.99529086987,55,5.75044763529,-11.651081968,-131.522882112,-5.82282264784,10.1419996109,27.0890003357,-20.886999054,90.11,-0.0485539211185,1.37317710855,-0.069,1.396,11,32
2009-09-08,090908_200200sfn,,5,4,518516,429781,20,Strikeout,B,155,3.52,1.68,-4.936,3.953,CU,9.0,0.881,R,2,1,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,Ball,230.901,0.632609,3,sfn,0.0889736398764,-111.543674745,0.356795808353,-3.61057464505,3.17978003716,-3.61057464505,3.17978003716,3.96780557906,55,5.84324995335,-3.50605874144,-114.08168741,1.38342766955,-4.7269998703,19.088000885,-28.0160006714,77.83,1.68377862388,3.16081488429,1.61,3.182,12,33
2009-09-08,090908_200212sfn,,5,5,518516,429781,20,Strikeout,S,156,3.38,1.5,4.096,7.177,FF,15.0,0.979,R,2,2,L,gid_2009_09_08_sdnmlb_sfnmlb_1/,Swinging Strike,150.469,-0.157447,3,sfn,0.0780216842402,-126.980992404,0.315816338682,5.24711981316,6.61874408703,5.24711981316,6.61874408703,4.10964125166,55,5.7053581385,-14.0893759578,-130.530273918,-3.37138145914,8.76800001526,30.4659992371,-21.1189994049,89.54,-1.16203614824,2.27435017696,-1.18,2.292,22,34
